filename,text,seconds
Cars0.png,KLG10A2555.,123.0
Cars1.png,PG MNV,133.85
Cars10.png,TN37CS,196.06
Cars100.png,AM 55550.,118.0
Cars101.png,HR 26 BC 5514.,48.54
Cars102.png,68:61:36.,53.71
Cars103.png,123456.,58.23
Cars104.png,NL60LXB.,64.97
Cars105.png,JPK 6546.,136.83
Cars106.png,CLEANED.,121.92
Cars107.png,MH 203020.,126.64
Cars108.png,MHO 1 AV8866.,69.98
Cars109.png,CZI7 KOD.,127.11
Cars11.png,WOR 516K.,43.73
Cars110.png,FI,42.31
Cars111.png,MH 20 EE 7598.,31.08
Cars112.png,SHAKNBK.,138.03
Cars113.png,MPEACHW.,600.72
Cars114.png,C.L,174.36
Cars115.png,M66 YOB.,91.74
Cars116.png,MK-35-32,42.07
Cars117.png,KAG4M53821.,80.99
Cars118.png,JA62UAR,92.54
Cars119.png,123456,78.14
Cars12.png,MH 12 BG 7237.,38.77
Cars120.png,B 2228HM.,83.48
Cars121.png,D333.,365.7
Cars122.png,MANISA.,147.03
Cars123.png,HR 26 BC 5554,99.63
Cars124.png,123456,136.2
Cars125.png,66887.,103.91
Cars126.png,KA 0,54.03
Cars127.png,SO5.,63.74
Cars128.png,OX65 AWD.,44.83
Cars129.png,OPEC 101L.,71.81
Cars13.png,BJR216.,57.7
Cars130.png,HR 26 BR 90 444,39.46
Cars131.png,C.L,43.16
Cars132.png,BM-41-667.,96.09
Cars133.png,PRINCIPATE DE MONACO.,54.56
Cars134.png,LI9 TLLC.,55.23
Cars135.png,EV 12332.,84.01
Cars136.png,15474.,56.03
Cars137.png,KF.,54.18
Cars138.png,TN,57.59
Cars139.png,LNU.,54.48
Cars14.png,ALR 486,29.35
Cars140.png,CH01AN0001,56.11
Cars141.png,251311.,84.19
Cars142.png,FI.,54.15
Cars143.png,BNZ017,55.41
Cars144.png,PEN5.,54.56
Cars145.png,CH01AN0001.,38.39
Cars146.png,5.,36.93
Cars147.png,KLG10A,55.95
Cars148.png,MH 01 BB 550.,87.91
Cars149.png,7VIG263,104.61
Cars15.png,TN21BY0166.,136.39
Cars150.png,DL8CX4850,46.69
Cars151.png,DL3CBD5092.,52.2
Cars152.png,DL49 AK49.,54.07
Cars153.png,MH 203020.,38.32
Cars154.png,KA-0,31.46
Cars155.png,MCB - 025.,25.13
Cars156.png,PRIVATE.,23.4
Cars157.png,PTB557K.,36.38
Cars158.png,695299.,35.53
Cars159.png,DL7C N 5617,25.44
Cars16.png,LXF 5555,45.22
Cars160.png,007PLATECOM.,35.91
Cars161.png,M66YOB.,23.55
Cars162.png,JH-0-MH-5992.,36.91
Cars163.png,L R33 TEE.,24.47
Cars164.png,GT,34.26
Cars165.png,TN 21 AJ 1153.,24.54
Cars166.png,I'm a car.,35.21
Cars167.png,15-LK-10898,24.37
Cars168.png,UP MAK 4P2P.,24.04
Cars169.png,PRIVATE.,23.3
Cars17.png,YSX 213.,23.89
Cars170.png,963.,52.06
Cars171.png,BJR216.,24.75
Cars172.png,UK C 09.,24.36
Cars173.png,WMY-9051.,38.8
Cars174.png,GV15.,24.9
Cars175.png,DL 1N 4268.,38.88
Cars176.png,EVO9FTW.,32.78
Cars177.png,GOOD.,19.53
Cars178.png,522 922,36.37
Cars179.png,4SZW590.,36.87
Cars18.png,M666 YOB.,24.65
Cars180.png,MPEACHW.,35.75
Cars181.png,JHII HAD.,23.55
Cars182.png,VI2LAF,12.43
Cars183.png,BRIT 0001.,11.65
Cars184.png,SWIFT,22.4
Cars185.png,Z B064 安防.,24.81
Cars186.png,26 SPF-4,23.64
Cars187.png,ALR 486.,23.33
Cars188.png,1234.,48.59
Cars189.png,CH 01 AN 0001.,25.17
Cars19.png,AFR-2011.,36.79
Cars190.png,KL 54 A 2670.,26.67
Cars191.png,KA 03 AB 3380.,26.87
Cars192.png,E4 GLE,10.65
Cars193.png,889-VSM.,39.25
Cars194.png,TN 21.,23.54
Cars195.png,CIB,23.33
Cars196.png,KA 02.,25.04
Cars197.png,LR33 TEE.,11.01
Cars198.png,MHO 1AX866,12.21
Cars199.png,MHO 1AE 8017,24.93
Cars2.png,PRENUP.,23.52
Cars20.png,TG-85-000.,52.38
Cars200.png,KA 03 AB 33380.,24.62
Cars201.png,LR33 TEE.,10.78
Cars202.png,KWID,22.4
Cars203.png,CZI7 KOD.,23.91
Cars204.png,N BYOND.,51.21
Cars205.png,NOT ACOP.,35.6
Cars206.png,HR'26 BU'300.,23.99
Cars207.png,""KEL17GR""",34.95
Cars208.png,V-8.,33.56
Cars209.png,RKC 111.,19.3
Cars21.png,1RQ.,37.79
Cars210.png,MHO1AE8017.,25.04
Cars211.png,F 65022.,20.72
Cars212.png,KL,21.76
Cars213.png,'DID' 2,19.96
Cars214.png,NY 572.,20.51
Cars215.png,CH 9384.,7.54
Cars216.png,Opec lol.,31.38
Cars217.png,AFR - 2011.,20.91
Cars218.png,2525.,31.68
Cars219.png,KA 03 MG 2784.,9.73
Cars22.png,YAMRAJ,19.53
Cars220.png,POS5555.,20.41
Cars221.png,60000000000,32.91
Cars222.png,26 SPF-4,20.67
Cars223.png,VHB-431.,20.53
Cars224.png,K-38 AUT777.,21.48
Cars225.png,JA62UAR.,20.12
Cars226.png,TN 19 S 4623.,21.67
Cars227.png,MCB 025.,20.13
Cars228.png,455.,31.38
Cars229.png,9245,19.94
Cars23.png,9214.,31.56
Cars230.png,LR33 TEE.,8.89
Cars231.png,GB18TC.,19.68
Cars232.png,D 13,19.99
Cars233.png,UP 16 TC3306.,8.19
Cars234.png,IM4U 555.,20.79
Cars235.png,GJ03JL0126,20.84
Cars236.png,1234567890,21.54
Cars237.png,PGSILVR,31.11
Cars238.png,A.,30.32
Cars239.png,15-LK-1088.,21.25
Cars24.png,HR 26 BC 5514.,9.37
Cars240.png,1 CD AF,19.74
Cars241.png,3SAM123.,31.86
Cars242.png,PRENAUP.,30.7
Cars243.png,K A 03 MG 2784.,10.25
Cars244.png,21-,21.05
Cars245.png,HR 26 BR 90444.,21.48
Cars246.png,TS 009 TC 261.,21.04
Cars247.png,TN,32.87
Cars248.png,MH 12 DE 1433.,21.32
Cars249.png,KA-42 N 052.,9.36
Cars25.png,BYHM-L36.,32.14
Cars250.png,PG MN VL 112.,20.98
Cars251.png,H982FKL.,20.41
Cars252.png,DAN 54P.,20.66
Cars253.png,CARNIVAL.,31.25
Cars254.png,GOT2P00,20.53
Cars255.png,MH 20 E J 0364.,8.52
Cars256.png,YD63 LLB.,20.76
Cars257.png,OK LA.,19.4
Cars258.png,KA 01 ACC 5957.,21.64
Cars259.png,MH 20 EE 7598.,21.14
Cars26.png,FV 1232.,20.91
Cars260.png,IM40 5333,20.49
Cars261.png,TS08ER1643.,8.88
Cars262.png,ICYA UKBN.,19.91
Cars263.png,MH 02 CB 34545.,21.66
Cars264.png,FAMU 2010.,20.69
Cars265.png,M-77\276.,21.13
Cars266.png,MN CH 9984.,7.77
Cars267.png,DA 7222,20.42
Cars268.png,KUV.,19.26
Cars269.png,FVC-5331.,20.89
Cars27.png,DZI7 YXR.,20.23
Cars270.png,PG13299.,20.67
Cars271.png,YES BOSS.,20.6
Cars272.png,RX6IGDU,19.71
Cars273.png,BRIT 0001.,7.37
Cars274.png,MANISA.,19.39
Cars275.png,BATMAN,19.37
Cars276.png,CZI7KOD.,20.66
Cars277.png,1234,7.11
Cars278.png,486543.,32.14
Cars279.png,MMN 3306,31.49
Cars28.png,AP 1+1 AM 091.,32.84
Cars280.png,Cycti69.,31.32
Cars281.png,MH 01 DB 001.,21.31
Cars282.png,68:,21.15
Cars283.png,123456,20.7
Cars284.png,KA-09 MA 2662.,21.19
Cars285.png,HR 26 BR 9044.,21.56
Cars286.png,MID LYPH.,19.77
Cars287.png,DL7C N 5617.,21.44
Cars288.png,BATMAN,19.22
Cars289.png,S 32H.,20.48
Cars29.png,9214.,20.01
Cars290.png,SÖVABTORP.,32.42
Cars291.png,KA-02 A-6579.,9.74
Cars292.png,AK 01 88.,20.41
Cars293.png,GB18TC.,20.32
Cars294.png,01 CC 1A 001.,8.48
Cars295.png,85-44,31.72
Cars296.png,145,30.86
Cars297.png,IM4U 555,20.64
Cars298.png,LAMBO,30.92
Cars299.png,SDN 7484U.,9.32
Cars3.png,DZI7 YXR.,20.19
Cars30.png,JPK 6546.,20.91
Cars300.png,EV 12332.,32.09
Cars301.png,G526JHD.,20.7
Cars302.png,KL 01CC50.,20.43
Cars303.png,KL 54 A 2670.,21.64
Cars304.png,HNYCHIL3,31.34
Cars305.png,SGO5WU.,20.45
Cars306.png,LAWYER.,19.78
Cars307.png,M-90 6090-K,9.39
Cars308.png,HR 26 BC 554.,20.93
Cars309.png,EAB00Q1.,44.26
Cars31.png,YD63 LB.,20.14
Cars310.png,GETOTI,30.85
Cars311.png,TN21AT8349.,20.93
Cars312.png,PU18DES.,19.94
Cars313.png,NBEYOND,31.14
Cars314.png,California- 6PIV728.,32.37
Cars315.png,J98257.,9.36
Cars316.png,MH02BB2.,19.85
Cars317.png,HR 26 BC 5514.,21.57
Cars318.png,ALR 486.,7.54
Cars319.png,Fallyou.,19.82
Cars32.png,MANISA.,19.32
Cars320.png,KA-0,21.59
Cars321.png,LOL OIL.,19.75
Cars322.png,700V.,20.41
Cars323.png,TN 99 F2378.,20.81
Cars324.png,VI2 LLAF,20.19
Cars325.png,1000000000.,21.06
Cars326.png,DL8CX4850.,8.9
Cars327.png,PG MN 1122.,20.37
Cars328.png,IM4U555.,20.63
Cars329.png,16M,31.12
Cars33.png,OX65AWD.,20.62
Cars330.png,M6761.,19.89
Cars331.png,MR. 26.,20.33
Cars332.png,DZI7XYR.,20.15
Cars333.png,MH20 EJ0364.,21.4
Cars334.png,E8 OLA,6.88
Cars335.png,NOT ACCOP.,31.28
Cars336.png,DL8CX4850.,20.79
Cars337.png,5400.,31.63
Cars338.png,1234.,31.09
Cars339.png,007PLATECOM.,32.32
Cars34.png,DL7C N 5617.,9.53
Cars340.png,VX54FVL,7.56
Cars341.png,TS 009 TC 200.,21.51
Cars342.png,MANISA.,19.26
Cars343.png,SKIPGAS.,20.15
Cars344.png,Google.,18.98
Cars345.png,OMG MOUV.,31.25
Cars346.png,KA 03 AB 3380.,21.27
Cars347.png,.I-28.,20.21
Cars348.png,EAB0001.,44.27
Cars349.png,PY56BXU.,7.88
Cars35.png,AK0183.,20.06
Cars350.png,B 106 62.,21.18
Cars351.png,CB7 RGO5,31.38
Cars352.png,-514,30.92
Cars353.png,KA 03 AB 3380.,21.38
Cars354.png,123456.,20.7
Cars355.png,BKTP 665,31.94
Cars356.png,BSMART2.,20.16
Cars357.png,AK 01 88.,20.45
Cars358.png,PZ62FDZ.,8.49
Cars359.png,P362GEL.,9.38
Cars36.png,MID LYPPH,31.43
Cars360.png,DX103.,31.42
Cars361.png,MPEACHW.,31.49
Cars362.png,1111.,20.25
Cars363.png,WIW 123.,20.59
Cars364.png,DL 3 CBD 5092.,32.57
Cars365.png,TN 21 BZ 0768.,21.63
Cars366.png,MH 203920.,20.63
Cars367.png,GODGLE.,20.25
Cars368.png,Dubai.,30.69
Cars369.png,15-LK-10898,9.73
Cars37.png,FAST VIRGINIA.,32.04
Cars370.png,CH01AN0001,20.84
Cars371.png,E20,19.21
Cars372.png,HR26CE1485.,21.14
Cars373.png,TN 21 BC6225.,20.88
Cars374.png,S7 JDW.,20.13
Cars375.png,Carmel Dove.,19.73
Cars376.png,B 2228HM,20.95
Cars377.png,BYHM 136.,32.1
Cars378.png,4141.,20.42
Cars379.png,MH14 GN 9239.,20.86
Cars38.png,OMG BCKY.,20.47
Cars380.png,W-718BAX.,20.45
Cars381.png,Kuwait.,19.57
Cars382.png,CRAIG.,6.93
Cars383.png,YASS.,19.79
Cars384.png,DX 103.,44.18
Cars385.png,EVO,32.42
Cars386.png,AB 44887.,21.01
Cars387.png,HR26 AZ 5927.,20.9
Cars388.png,5-9 x 32.,8.96
Cars389.png,AB 44887.,20.37
Cars39.png,MH 15 BD 88 77.,21.65
Cars390.png,517539.,20.45
Cars391.png,BKWL 324.,32.43
Cars392.png,DZVOG49.,31.45
Cars393.png,M-77\276.,21.12
Cars394.png,MH 12 MR 0613.,8.44
Cars395.png,ICYA 18NX,20.94
Cars396.png,REAP3R.,19.72
Cars397.png,9214.,31.59
Cars398.png,MMN 3306.,31.68
Cars399.png,DX65AWD.,20.79
Cars4.png,PU18BES.,19.97
Cars40.png,FV 1232.,32.17
Cars400.png,889-VSM.,31.66
Cars401.png,HR 26 BC 554.,21.37
Cars402.png,SGO 51_JW.,20.63
Cars403.png,067-PRAF.,32.23
Cars404.png,BMW.,19.49
Cars405.png,MH 14 KCSH7,20.6
Cars406.png,2011,19.93
Cars407.png,PETES,19.27
Cars408.png,1234.,20.15
Cars409.png,RK-977AF.,20.63
Cars41.png,YNTZDBG.,31.56
Cars410.png,EWW POOP.,20.17
Cars411.png,Vipeer.,30.99
Cars412.png,LR33 TEE.,8.85
Cars413.png,85-44,31.56
Cars414.png,DRUNK,30.46
Cars415.png,MH 12 NE8922,20.84
Cars416.png,172 TMJ,8.32
Cars417.png,BAD 2231.,20.69
Cars418.png,OX6,21.39
Cars419.png,MH14 GN 9239.,21.13
Cars42.png,BYHM-L336.,32.35
Cars420.png,SKIPGAS.,31.03
Cars421.png,1995.,31.66
Cars422.png,MH20EE7506.,31.89
Cars423.png,P3RV P.,9.15
Cars424.png,KA 03 MG 2784.,8.46
Cars425.png,G526JHD.,20.47
Cars426.png,CRAIG.,7.83
Cars427.png,01 cc 1a3001.,10.18
Cars428.png,DZI7YXR,20.05
Cars429.png,Kaiser.,19.97
Cars43.png,MH 205020.,20.72
Cars430.png,BCG 986.,20.62
Cars431.png,Boss.,6.7
Cars432.png,DL49AK49.,20.62
Cars44.png,DL2C AG0786.,20.74
Cars45.png,IMGROOT.,43.38
Cars46.png,MH14 GN 9239.,21.03
Cars47.png,5W7259.,32.16
Cars48.png,ALR 486,8.63
Cars49.png,30461C.,32.0
Cars5.png,BRA.,30.42
Cars50.png,PU10DES.,19.87
Cars51.png,Boss.,19.43
Cars52.png,MH 15 D 8 8 7,21.25
Cars53.png,CHIO CSE,19.7
Cars54.png,Texas.,19.24
Cars55.png,9214.,31.68
Cars56.png,KL BOSS.,19.66
Cars57.png,BKWL 324,32.06
Cars58.png,MH 01 DB 001.,21.07
Cars59.png,MH. 46.P. 165,21.18
Cars6.png,802.11N,32.0
Cars60.png,OS 802-HN.,21.13
Cars61.png,MMN 336,31.53
Cars62.png,WATT UP.,30.75
Cars63.png,BIG TEAM.,30.97
Cars64.png,TAXI.,8.23
Cars65.png,OR INNITE.,31.32
Cars66.png,9214.,31.23
Cars67.png,MH 14 BV 7077.,10.26
Cars68.png,BJR216.,20.02
Cars69.png,KWID.,19.72
Cars7.png,YSX-213.,20.44
Cars70.png,A156.,31.24
Cars71.png,LN13G-JX,20.7
Cars72.png,DL7C N 5617.,21.08
Cars73.png,TN 99 F2378.,21.05
Cars74.png,CZI7KOD.,20.4
Cars75.png,123456,20.43
Cars76.png,MH-31 RSSS.,20.72
Cars77.png,HR 26 CU 799.,21.07
Cars78.png,KL 54 A 2670.,21.32
Cars79.png,4GETOTI,19.95
Cars8.png,G526JHD.,20.37
Cars80.png,BAD 231.,20.44
Cars81.png,ROY 9.,31.31
Cars82.png,Up 16 t3306.,21.03
Cars83.png,G 0,21.27
Cars84.png,HR 26 BC 5514.,21.26
Cars85.png,VU63CTY,20.05
Cars86.png,MH 14 DX 9937.,21.29
Cars87.png,ISLA S1.,19.83
Cars88.png,MILAN.,19.72
Cars89.png,WP 1234.,20.6
Cars9.png,MHO 1 AV8666.,9.13
Cars90.png,51116.,44.14
Cars91.png,30461C.,31.75
Cars92.png,A.,30.58
Cars93.png,123456.,31.64
Cars94.png,NBEYOND,31.21
Cars95.png,A,32.53
Cars96.png,PG MNL122.,20.62
Cars97.png,KA G,21.04
Cars98.png,YWORRY.,31.02
Cars99.png,KA-09 MA 2662.,21.37
